dup_carrying_indid,anc_gc,derived_pop,repl_id,init_dupl_genotype_fitness,rel_sel_adv_dupG_init_pop_mean,rel_sel_adv_dupG_init_pop_min,rel_sel_adv_dupG_init_pop_max,rel_sel_adv_dupG_init_pop_std,rel_sel_adv_dupG_init_pop_median,rel_sel_adv_dupG_init_pop_MAD,rel_sel_adv_dupG_init_pop_Q75,rel_sel_adv_dupG_init_pop_IQR,pop_freq_dupl_carrying_genotype,rank_in_pop_dupl_genotype_fitness,max_dup_freq_attained,longest_time_window_dupl_nearly_fixed,t2fixation,simulated_geners
651,4,3,2,0.324396346192,9.81926786617,-0.0363859789198,235.931750378,8.07274820364,8.99703636811,0.614035594951,9.59543181862,0.941028595974,0.001,3,1.0,1091,729,1820
982,4,3,3,0.273083482202,8.10658291227,-0.188809999051,198.453995697,6.79575397467,7.41570977956,0.512933909766,7.9105177122,0.783243525633,0.001,3,0.856,0,NaN,2118
755,4,3,4,0.301618449522,9.05777545876,-0.104047347055,219.2952901,7.50579519168,8.29508191003,0.566531264813,8.84159318289,0.865086001889,0.001,3,0.6335,0,NaN,2894
103,4,3,5,0.393312618306,12.1199049125,0.168328676069,286.266636,9.78740524829,11.1208533801,0.738760826696,11.8463747499,1.14094509796,0.001,1,0.239,0,NaN,3728
569,4,3,6,0.326639228767,9.89419949949,-0.0297235330488,237.569901056,8.12855517253,9.06615606979,0.618281048862,9.66868883795,0.947534885782,0.001,3,0.787,0,NaN,2818
519,4,3,7,0.31521770459,9.51231857965,-0.0636509831206,229.227878259,7.84433691277,8.71417493956,0.592074805622,9.28532709963,0.904090662294,0.001,3,0.9885,80,1553,1914
960,4,3,8,0.344915986779,10.5043107422,0.0245672765957,250.918831517,8.58332440138,9.62939735374,0.652876321316,10.2656442157,1.00055321393,0.001,1,1.0,881,843,1734
627,4,3,9,0.322884546649,9.76902763466,-0.0408767546427,234.827566203,8.035114107,8.95044670955,0.611173976001,9.54605342962,0.93664307617,0.001,3,1.0,581,1373,1958
524,4,3,10,0.320034719653,9.67384031571,-0.049342118952,232.746117055,7.96420472758,8.86262258805,0.605779663656,9.45297239468,0.928376125175,0.001,3,1.0,974,729,1760
175,4,3,11,0.347734197616,10.59849664,0.0329387256226,252.977188938,8.65342902583,9.71624714894,0.653150677971,10.3576926038,1.00872845085,0.001,1,0.584,0,NaN,3012
590,4,3,12,0.318643901213,9.62752220782,-0.0534735222972,231.73029474,7.92958906629,8.81976124669,0.603147044521,9.40754548982,0.924341554689,0.001,3,1.0,181,737,1793
644,4,3,13,0.340209336502,10.3476105004,0.0105862492122,247.481200663,8.4661549535,9.48435085571,0.639016698133,10.1119156282,0.98689987734,0.001,1,0.256,0,NaN,3338
968,4,3,14,0.320074671125,9.67514505398,-0.0492234437604,232.775296706,7.96520060002,8.86385378662,0.605855286042,9.45427728946,0.928492018828,0.001,3,1.0,1013,482,1702
742,4,3,15,0.333115096478,10.1104320355,-0.0104870743211,242.299728287,8.2896883968,9.26572516414,0.630538934406,9.88020359638,0.966320475605,0.001,2,1.0,519,1282,1928
877,4,3,16,0.273188647031,8.11009654795,-0.188497608654,198.530805708,6.79837192409,7.4189506811,0.513131441329,7.91394916496,0.783545153804,0.001,3,1.0,913,804,1717
404,4,3,17,0.212240876628,6.07737060996,-0.369541960119,154.015933414,5.28162493872,5.54070179074,0.398652975212,5.92526723035,0.608737998919,0.001,3,0.2135,0,NaN,3113
153,4,3,18,0.318164916119,9.61132447711,-0.0548963396557,231.380454866,7.91768184394,8.80500019448,0.597610566043,9.3919008811,0.922952085677,0.001,3,0.7865,0,NaN,2642
905,4,3,19,0.318197517325,9.61268073179,-0.0547994983076,231.404266049,7.91847720724,8.80600487733,0.602302104067,9.39296570154,0.923046657234,0.001,3,0.8695,0,NaN,2240
436,4,3,20,0.328638300087,9.96138137744,-0.0237853245099,239.02997751,8.17825048344,9.1277621542,0.622065003156,9.73398249529,0.953333913112,0.001,3,1.0,613,1018,1713
587,4,3,21,0.312154246614,9.41060078427,-0.0727509347509,226.990397877,7.76811015691,8.61976727694,0.586320698985,9.18536866808,0.895304214988,0.001,3,0.9815,63,1568,1901
119,4,3,22,0.282286987377,8.41463689065,-0.161471138014,205.176027607,7.02484640896,7.69933743761,0.530220894153,8.2135843136,0.812403373575,0.001,3,0.2245,0,NaN,3395
247,4,3,23,0.338471182812,10.2893444227,0.00542309220786,246.211692541,8.42294466481,9.4307855617,0.640677234967,10.0551440611,0.981857735694,0.001,1,0.846,0,NaN,2938
549,4,3,24,0.336203877627,10.2135770462,-0.00131190062472,244.555704141,8.36654021043,9.36091321986,0.636385552571,9.98108935063,0.975280599298,0.001,2,1.0,1130,499,1731
221,4,3,25,0.323456731415,9.78804199348,-0.0391770891891,235.245477008,8.04935835159,8.96807992885,0.612257039412,9.56474212554,0.938302904442,0.001,3,1.0,1124,597,1721
922,4,3,26,0.301319180395,9.04816670586,-0.104936321085,219.076710701,7.49840684439,8.28585922801,0.56596914629,8.83182824639,0.864227654088,0.001,3,1.0,602,1153,1850
503,4,3,27,0.328923956274,9.97045639872,-0.0229367874945,239.238614325,8.18540736929,9.13656532146,0.622605709206,9.74331259624,0.954162561906,0.001,2,1.0,751,725,1757
21,4,3,28,0.314644389552,9.49382936112,-0.0653540060311,228.809141929,7.83007486772,8.69650688824,0.590997945455,9.27691346017,0.912739528688,0.001,3,0.3265,0,NaN,3297
861,4,3,29,0.325137152135,9.84417636765,-0.0341854270278,236.472818275,8.09116962762,9.01986604556,0.615437833981,9.61962801858,0.943177570784,0.001,3,0.9195,0,NaN,2457
917,4,3,30,0.263680885683,7.79269484564,-0.216740257658,191.586551974,6.56171384374,7.12594665351,0.495272971231,7.60371774705,0.756275498171,0.001,3,1.0,324,1759,2103
475,4,3,31,0.411220013619,12.7172106837,0.221522299877,299.345792303,10.2330333413,11.6727118838,0.772396366339,12.431266005,1.19289195638,0.001,1,1.0,1065,693,1802
347,4,3,32,0.320083022031,9.67542676185,-0.0491986375308,232.781396019,7.9654082298,8.86411113943,0.605871093106,9.45455004671,0.928516243643,0.001,3,1.0,797,498,1904
470,4,3,33,0.325233065696,9.84745526845,-0.0339005173673,236.54287137,8.09354957796,9.02282184755,0.615619384549,9.62276074684,0.943455802661,0.001,3,0.9745,35,1453,2092
383,4,3,34,0.329630105463,9.99402477278,-0.0208391829204,239.754369713,8.2029788629,9.15832696954,0.623942347989,9.76637683748,0.956211002302,0.001,2,0.9815,40,1931,2065
845,4,3,35,0.326186853106,9.87924653648,-0.0310673075245,237.23949611,8.11728676798,9.05221504983,0.617424766843,9.65391334639,0.946222607026,0.001,3,0.7595,0,NaN,2479
934,4,3,36,0.329478662898,9.98912660159,-0.0212890405743,239.643759491,8.19919635796,9.15365991071,0.62365568901,9.76143042118,0.955771688524,0.001,2,1.0,1133,539,1791
831,4,3,37,0.266884263711,7.89955707624,-0.207224675811,193.926226796,6.64143785189,7.2246662816,0.501289890318,7.7082416693,0.765463256729,0.001,3,0.113,0,NaN,3424
494,4,3,38,0.325253339571,9.84816044252,-0.0338402941546,236.557678949,8.09405140519,9.02344663469,0.615657760076,9.62342293204,0.943514614347,0.001,3,0.693,0,NaN,2985
372,4,3,39,0.0887976715593,1.96006997637,-0.736227974334,63.8558098727,2.20933899648,1.73650909575,0.166789058364,1.89740418883,0.254684760789,0.001,5,1.0,400,1368,2079
401,4,3,40,0.356773018813,10.899958212,0.0597883956084,259.578939398,8.87836541706,9.99479968288,0.670128335715,10.652918536,1.03494881159,0.001,1,1.0,907,503,1694
922,4,3,41,0.301319180395,9.04816670586,-0.104936321085,219.076710701,7.49840684439,8.28585922801,0.56596914629,8.83182824639,0.864227654088,0.001,3,1.0,950,762,1732
681,4,3,42,0.338206470146,10.2803957542,0.00463676758049,246.0183524,8.41637237655,9.42262781833,0.64017617199,10.0464980174,0.981089841138,0.001,1,0.66,0,NaN,2954
90,4,3,43,0.335234541205,10.181478873,-0.00419129855111,243.847722755,8.34238756197,9.33104083822,0.634550738237,9.94942888934,0.972468689417,0.001,2,1.0,552,674,1695
858,4,3,44,0.256048716541,7.53703734475,-0.239411490805,186.012188344,6.3714672724,6.890743411,0.480937434249,7.35468555449,0.734385316388,0.001,3,0.383,0,NaN,2964
195,4,3,45,0.3386348896,10.2948128112,0.00590938053452,246.331260274,8.42701745917,9.43583057141,0.640987108356,10.0604910514,0.982332626274,0.001,1,0.7455,0,NaN,2555
693,4,3,46,0.365162095742,11.1801670346,0.0847080109092,265.706131347,9.0870597011,10.253328819,0.685885575932,10.9269225242,1.05928435475,0.001,1,1.0,1046,826,1907
210,4,3,47,0.335005336428,10.1738224949,-0.00487214758094,243.680316772,8.33668539571,9.32397735392,0.63411688658,9.94194260405,0.971803798296,0.001,2,0.6135,0,NaN,3191
878,4,3,48,0.293155979719,8.77596179288,-0.129184974685,213.114493656,7.29526550771,8.03429099984,0.550636170436,8.56546887664,0.840814395893,0.001,3,0.7745,0,NaN,2126
369,4,3,49,0.348552667412,10.6260166064,0.0353699767141,253.574980755,8.67375953496,9.74147022067,0.6546880134,10.3844254601,1.01110271767,0.001,1,0.685,0,NaN,3003
282,4,3,50,0.391889883124,12.0739205074,0.164102464566,285.227502418,9.7514837819,11.0770084493,0.736088496925,11.7999053806,1.13681794145,0.001,1,1.0,984,569,1746
573,4,3,51,0.298683978407,8.9611823267,-0.11276414533,217.152018802,7.43289552426,8.20464928093,0.561019434767,8.74584349991,0.856669507843,0.001,3,0.6885,0,NaN,2938
26,4,3,52,0.327990427493,9.93970878547,-0.0257098194146,238.556786029,8.16213627984,9.10779643647,0.62083867358,9.71282168391,0.951454524998,0.001,3,0.877,0,NaN,2696
277,4,4,0,0.399952991662,11.9290065184,1.8215661313,103.276558319,4.42452179218,11.6643677584,0.707490752015,12.1269428926,0.946662776795,0.001,1,0.6805,0,NaN,3246
12,4,4,1,0.486721644809,14.7355078364,2.43369680187,125.899058235,5.38402902313,14.4118659801,0.85600684123,14.9747954615,1.14784471578,0.001,1,0.947,0,NaN,3192
701,4,4,2,0.396011139437,11.8006253343,1.79375737137,102.248830581,4.38089762606,11.5395504242,0.696472507804,11.9963880049,0.936154157777,0.001,1,1.0,1636,7,1643
759,4,4,3,0.443674970649,13.3434318747,2.13001351806,114.675841701,4.90799112267,13.0488085116,0.780299816556,13.5619513393,1.04632694275,0.001,1,1.0,886,8,1495
550,4,4,4,0.416018715141,12.448207269,1.93490570418,107.465246455,4.60226148064,12.1730831192,0.735909968831,12.6542394475,0.984689301705,0.001,1,0.948,0,NaN,3142
994,4,4,5,0.383650308115,11.4019252829,1.70655486572,99.0260894711,4.24417787299,11.1481491423,0.678652368298,11.5918690205,0.908075382783,0.001,1,1.0,1534,11,1545
804,4,4,6,0.427084159259,12.806384009,2.01296958419,110.350251576,4.72462204159,12.5234664308,0.75548401764,13.0174207614,1.01088048985,0.001,1,1.0,1621,7,1628
378,4,4,7,0.388678397976,11.5646890386,1.74202675455,100.337023297,4.29977929221,11.3073618009,0.687546731264,11.7568970359,0.919976545192,0.001,1,1.0,1119,8,1509
652,4,4,8,0.410964843691,12.2852378405,1.89925193283,106.147590801,4.54631058329,12.0130540958,0.726969999916,12.4883652491,0.972727115948,0.001,1,1.0,772,925,1814
174,4,4,9,0.372927623359,11.0552366735,1.6309090654,96.2304492693,4.12556118873,10.8086191826,0.659684638437,11.239937485,0.882695483801,0.001,1,1.0,1563,8,1571
495,4,4,10,0.385710486634,11.4682941775,1.7210888986,99.5632234091,4.26697951838,11.2133839547,0.682296689702,11.6594865813,0.912951691643,0.001,1,0.751,0,NaN,3290
800,4,4,11,0.366585931818,10.849318277,1.58617005246,94.5770305385,4.05535440293,10.6078117989,0.644721821769,11.0307045247,0.866594168895,0.001,1,1.0,1499,11,1510
875,4,4,12,0.422147523948,12.6468389045,1.97814288383,109.063161966,4.67000356195,12.3671496477,0.742439076547,12.8553943954,0.995558364442,0.001,1,0.9835,34,8,2943
446,4,4,13,0.355838112872,10.5023992973,1.51034693686,91.7748372998,3.93650877007,10.2674859742,0.629454409191,10.678137919,0.841344643297,0.001,1,1.0,1532,7,1539
129,4,4,14,0.427084159259,12.806384009,2.01296958419,110.350251576,4.72462204159,12.5234664308,0.75548401764,13.0174207614,1.01088048985,0.001,1,0.932,0,NaN,3407
311,4,4,15,0.354823709602,10.4695295253,1.50319058106,91.5103600137,3.925282431,10.2353652591,0.624035372353,10.6446891112,0.838788756028,0.001,1,0.887,0,NaN,2772
561,4,4,16,0.388204765678,11.5499049425,1.73868539974,100.21353692,4.29444109272,11.2923644043,0.682743286152,11.7413518486,0.915510525734,0.001,1,0.8235,0,NaN,2862
665,4,4,17,0.37380493329,11.083665963,1.63709826273,96.4591833007,4.13526197123,10.8363988863,0.661236542478,11.2687318624,0.884772019475,0.001,1,1.0,640,992,1731
970,4,4,18,0.382208746836,11.3552255326,1.69638501935,98.6502426793,4.22823657453,11.1025026224,0.676102340431,11.5445552286,0.904663300784,0.001,1,1.0,1639,12,1651
399,4,4,19,0.368894824949,10.9251181374,1.60245870337,95.1790098567,4.08092632395,10.6809220701,0.652550881125,11.1075761438,0.873150111667,0.001,1,0.873,0,NaN,2165
207,4,4,20,0.376906040628,11.1859647686,1.65897578238,97.2677103201,4.16891090153,10.9345943358,0.662871998235,11.3705139712,0.888864532112,0.001,1,0.773,0,NaN,2605
770,4,4,21,0.378856530727,11.2465190576,1.6727359915,97.7762460699,4.19115529521,10.9963559039,0.670172488809,11.434531425,0.896728822791,0.001,1,1.0,1572,11,1583
375,4,4,22,0.372927623359,11.0552366735,1.6309090654,96.2304492693,4.12556118873,10.8086191826,0.659684638437,11.239937485,0.882695483801,0.001,1,1.0,1551,10,1561
153,4,4,23,0.454464195944,13.6921501667,2.20612874488,117.488830488,5.02736776213,13.3904454535,0.799275037327,13.916066816,1.07177137362,0.001,1,1.0,794,12,1848
992,4,4,24,0.412850102594,12.3463901509,1.91255195253,106.63911934,4.56713082647,12.0727501415,0.726087520438,12.5502417357,0.973632082583,0.001,1,1.0,1567,8,1575
361,4,4,25,0.385710486634,11.4682941775,1.7210888986,99.563223409,4.26697951838,11.2133839547,0.682296689702,11.6594865813,0.912951691643,0.001,1,1.0,1514,7,1521
768,4,4,26,0.376284736784,11.1644763603,1.65459264256,97.1057227169,4.16259652636,10.9149209729,0.661779299057,11.3501220246,0.887399299691,0.001,1,1.0,1509,10,1519
607,4,4,27,0.385710486634,11.4682941775,1.7210888986,99.563223409,4.26697951838,11.2133839547,0.682296689702,11.6594865813,0.912951691643,0.001,1,0.902,0,NaN,3213
594,4,4,28,0.423011431252,12.6748412567,1.98423752905,109.288401637,4.67954728479,12.394504962,0.743958447157,12.8837488823,0.997595733119,0.001,1,1.0,1563,8,1571
343,4,4,29,0.353956170421,10.441417361,1.49707031388,91.2841734321,3.91568004529,10.2078949427,0.622509614291,10.6162180035,0.836737928841,0.001,1,0.4355,0,NaN,3272
193,4,4,30,0.432546640307,12.9823693364,2.05150599181,111.774440756,4.78510945331,12.6964339303,0.765146790275,13.1967060231,1.02380982801,0.001,1,1.0,831,9,1721
424,4,4,31,0.385710486634,11.4682941775,1.7210888986,99.563223409,4.26697951838,11.2133839547,0.682296689702,11.6594865813,0.912951691643,0.001,1,1.0,1009,831,1840
397,4,4,32,0.383650308115,11.4019252829,1.70655486572,99.0260894711,4.24417787299,11.1481491423,0.678652368298,11.5918690205,0.908075382783,0.001,1,0.8985,0,NaN,3280
81,4,4,33,0.426207420216,12.7779664883,2.00678441432,110.121666387,4.71493456033,12.4957048041,0.753933123465,12.9886451213,1.00880530543,0.001,1,1.0,1663,10,1673
534,4,4,34,0.427859229735,12.8312697538,2.01843750829,110.552329528,4.73322048892,12.5480087589,0.756855066752,13.0428595157,1.01271503137,0.001,1,0.581,0,NaN,3802
693,4,4,35,0.401497154325,11.9792817238,1.83245980422,103.679155552,4.44155713295,11.7132631142,0.706120869088,12.1776241864,0.946858213332,0.001,1,0.9775,36,11,2483
502,4,4,36,0.467561525713,14.1159415183,2.29852705882,120.903592972,5.17213094988,13.8051676941,0.822309566412,14.3459370845,1.10265905023,0.001,1,0.933,0,NaN,3228
910,4,4,37,0.437242176477,13.1340547889,2.08463179935,112.998670507,4.83705696747,12.8451163958,0.773452887455,13.3508192225,1.03492385742,0.001,1,1.0,1726,8,1734
517,4,4,38,0.374906318679,11.1186454775,1.64486825514,96.7463387418,4.14744559584,10.8712738589,0.659355048276,11.3037649647,0.886263223571,0.001,1,1.0,1642,7,1649
142,4,4,39,0.448674824493,13.5050230101,2.16528620901,115.979413776,4.9633145142,13.2071270869,0.789093156941,13.7260526143,1.05811819115,0.001,1,0.9275,0,NaN,3450
432,4,4,40,0.409956803834,12.2523911466,1.89214046928,105.884772597,4.53519017054,11.981134876,0.725186843166,12.4552801568,0.97034115102,0.001,1,0.682,0,NaN,3739
108,4,4,41,0.411235279077,12.294002417,1.90115978536,106.218099265,4.54929893497,12.0216173352,0.727448382473,12.4972412669,0.973367218957,0.001,1,1.0,1469,13,1853
528,4,4,42,0.387316366931,11.5211174652,1.73241797365,99.9819117898,4.28462954138,11.2642335773,0.681180841964,11.7121935229,0.91341539843,0.001,1,0.3735,0,NaN,3590
179,4,4,43,0.336674761222,9.88215096978,1.37515438898,86.7785292397,3.72439060689,9.66068533049,0.592116463179,10.0490725956,0.795885383388,0.001,1,1.0,1879,73,1952
441,4,4,44,0.450110883988,13.5515504855,2.1754172417,116.353826131,4.97916923596,13.2525993948,0.791618782758,13.7731858309,1.06150487699,0.001,1,1.0,1610,12,1622
763,4,4,45,0.419828800903,12.5715960476,1.9617848854,108.458619773,4.64439225267,12.2937281157,0.742649761998,12.7792910892,0.993707527451,0.001,1,0.5085,0,NaN,3188
728,4,4,46,0.442739461082,13.3120555966,2.12341373718,114.431933742,4.89785821867,13.0191859373,0.783177225319,13.5312467792,1.04793557334,0.001,1,0.858,0,NaN,3360
207,4,4,47,0.376906040628,11.1859647686,1.65897578238,97.2677103201,4.16891090153,10.9345943358,0.662871998235,11.3705139712,0.888864532112,0.001,1,1.0,1504,19,1523
896,4,4,48,0.411235279077,12.294002417,1.90115978536,106.218099265,4.54929893497,12.0216173352,0.727448382473,12.4972412669,0.973367218957,0.001,1,1.0,1742,26,1768
955,4,4,49,0.412846007698,12.3461550805,1.91252306408,106.638051711,4.56710425768,12.0726204781,0.726080318664,12.5501073363,0.973622425512,0.001,1,0.8395,0,NaN,3315
53,4,4,50,0.444409868816,13.3672516035,2.1351980368,114.867445848,4.91610146917,13.072078798,0.781592296283,13.5860715896,1.04806006678,0.001,1,1.0,360,10,2067
64,4,4,51,0.427084159259,12.806384009,2.01296958419,110.350251576,4.72462204159,12.5234664308,0.75548401764,13.0174207614,1.01088048985,0.001,1,0.9535,3,17,3491
272,4,4,52,0.381407563209,11.3290913219,1.69073287364,98.4413564528,4.21937854953,11.0771334307,0.674685098859,11.518259409,0.902766951131,0.001,1,1.0,1839,10,1849
402,4,5,0,0.310844866715,8.96982425419,-0.687065659906,60.7593504842,3.9682887649,8.57068245097,0.759672812993,9.11973925301,1.02506003191,0.001,5,0.0205,0,NaN,4346
926,4,5,1,0.314652842256,9.09286536683,-0.68323208747,61.5159275465,4.016882003,8.68792718809,0.772370038315,9.24814633477,1.04205360895,0.001,5,0.0165,0,NaN,3815
689,4,5,2,0.372663878695,10.9539711197,-0.624831105661,73.041689478,4.7573988306,10.4740438909,0.914768200416,11.1375479566,1.23417203841,0.001,4,0.0255,0,NaN,3764
770,4,5,3,0.254298139803,7.15573690913,-0.743992489219,49.5245208312,3.24633408154,6.8296507504,0.621478441144,7.27882697416,0.83858827092,0.001,5,0.008,0,NaN,3731
257,4,5,4,0.239154973234,6.66970186539,-0.759237446897,46.5158427678,3.0529115559,6.36340390492,0.584470102975,6.78583219265,0.788651287977,0.001,5,0.0105,0,NaN,3994
150,4,5,5,0.336630364183,9.79780607639,-0.661106834465,65.8824705549,4.297450646,9.36459875628,0.826317682109,9.96394746712,1.11483781098,0.001,5,0.0165,0,NaN,3698
236,4,5,6,0.347964821015,10.1619933237,-0.649696188355,68.1344256844,4.44202207516,9.71357825929,0.850390155054,10.3331072415,1.14491552568,0.001,5,0.0165,0,NaN,3608
591,4,5,7,0.322897004271,9.35683264491,-0.674932508882,63.1538960184,4.12216425214,8.94175881012,0.792606765514,9.51665615699,1.06935626644,0.001,5,0.01,0,NaN,4280
354,4,5,8,0.319016912824,9.23224716326,-0.678838681981,62.3829908074,4.07263073938,8.82229367786,0.783082407311,9.39028277148,1.05650634821,0.001,5,0.0165,0,NaN,3636
921,4,5,9,0.321579420802,9.31459053321,-0.676258949038,62.8921156,4.10534331141,8.90119139424,0.789372528102,9.47374286849,1.06499275077,0.001,5,0.024,0,NaN,3969
339,4,5,10,0.344771629374,10.0591714475,-0.652910844365,67.4999952568,4.4013473891,9.61526226159,0.846301831189,10.2291059714,1.14179969924,0.001,5,0.015,0,NaN,3651
949,4,5,11,0.37123603113,10.9095927962,-0.626268551099,72.7580015435,4.73866612397,10.4300815254,0.907262593825,11.0910434004,1.22148524812,0.001,4,0.017,0,NaN,3652
951,4,5,12,0.302302769933,8.69557430296,-0.695665175953,59.0621876693,3.85920410915,8.30767763887,0.738796808961,8.84164621896,0.996891118938,0.001,5,0.017,0,NaN,3902
180,4,5,13,0.391907913221,11.5721008756,-0.605457714333,76.8651371213,5.00282526676,11.0665534133,0.957782542842,11.7643202447,1.2895023502,0.001,4,0.0475,0,NaN,4116
272,4,5,14,0.327991472714,9.52040566116,-0.669803795845,64.166076356,4.1871944202,9.09861370771,0.805112022925,9.68258142796,1.08622790564,0.001,5,0.02,0,NaN,4516
564,4,5,15,0.314477558471,9.08662593115,-0.683408549498,61.4811017736,4.01468008767,8.68253033061,0.771939773828,9.24243739578,1.04147311173,0.001,5,0.012,0,NaN,3645
695,4,5,16,0.302302769933,8.69557430295,-0.695665175953,59.0621876693,3.85920410915,8.30767763887,0.738796808961,8.84164621896,0.996891118938,0.001,5,0.0115,0,NaN,3119
919,4,5,17,0.343223697498,10.0092816846,-0.654469181311,67.1924487039,4.38162338358,9.56760258943,0.842502163613,10.1786903061,1.13667332572,0.001,5,0.0115,0,NaN,4276
503,4,5,18,0.4251491607,12.641440872,-0.571993021949,83.4695822108,5.42522662579,12.0900267209,1.03902072524,12.8469774553,1.39887668356,0.001,4,0.024,0,NaN,3650
290,4,5,19,0.320260682647,9.27222624051,-0.677586551641,62.6301057661,4.08850913363,8.86058842643,0.786135456312,9.43079197222,1.06062541105,0.001,5,0.017,0,NaN,4273
146,4,5,20,0.256253752611,7.21856446506,-0.742023730945,49.9130663397,3.27132205192,6.88986261548,0.626257757264,7.34249311057,0.845037212952,0.001,5,0.02,0,NaN,3646
787,4,5,21,0.39637913416,11.7158397914,-0.600956438218,77.7534892565,5.05977883061,11.2042189834,0.968709745932,11.909946536,1.3042140968,0.001,4,0.036,0,NaN,3888
449,4,5,22,0.307485454178,8.8619386962,-0.690447654134,60.0918949189,3.92538705714,8.46724863543,0.751462755036,9.01037158266,1.01398183861,0.001,5,0.0155,0,NaN,3678
119,4,5,23,0.332548095264,9.66613072553,-0.665216544057,65.0713962734,4.24536917846,9.23890872988,0.812713266442,9.82630074841,1.0966298551,0.001,5,0.0155,0,NaN,3581
584,4,5,24,0.331500908698,9.63280484085,-0.666270769724,64.863338914,4.23200323606,9.2066666337,0.813726542932,9.79688267899,1.09785030322,0.001,5,0.018,0,NaN,3859
926,4,5,25,0.314652842256,9.09286536683,-0.68323208747,61.5159275465,4.016882003,8.68792718809,0.772370038315,9.24814633477,1.04205360895,0.001,5,0.0095,0,NaN,3803
811,4,5,26,0.347964821015,10.1619933237,-0.649696188355,68.1344256844,4.44202207516,9.71357825929,0.850390155054,10.3331072415,1.14491552568,0.001,5,0.0175,0,NaN,3790
867,4,5,27,0.353675396692,10.3442309319,-0.643947226663,69.2690155793,4.51507928226,9.88940264072,0.868157674138,10.5190989356,1.17128680891,0.001,4,0.0135,0,NaN,3911
69,4,5,28,0.328126324097,9.52517562285,-0.669668038002,64.1928689291,4.18886557471,9.10276568156,0.805443039058,9.68697349602,1.08667450059,0.001,5,0.0195,0,NaN,4457
241,4,5,29,0.336865462323,9.80552684093,-0.660870156015,65.929180377,4.30042455032,9.3718372533,0.826894771316,9.97160454126,1.11561639878,0.001,5,0.003,0,NaN,4453
871,4,5,30,0.337117280575,9.81360671278,-0.660616645061,65.9792121884,4.30363884968,9.37959055017,0.827512902944,9.97980618433,1.11645035953,0.001,5,0.015,0,NaN,3740
754,4,5,31,0.325710845546,9.44740058036,-0.6720997532,63.7129562703,4.1580681324,9.02839489196,0.799513827525,9.60830210223,1.07867502369,0.001,5,0.009,0,NaN,3757
913,4,5,32,0.303606548421,8.73744829131,-0.694352633574,59.3212252833,3.87585727289,8.34782000965,0.741983109194,8.88409150197,1.00119053437,0.001,5,0.007,0,NaN,3965
120,4,5,33,0.334078114392,9.71628582085,-0.663676240267,65.3753838817,4.26480888472,9.28601688184,0.820052741819,9.88082147609,1.10638538103,0.001,5,0.0135,0,NaN,3840
808,4,5,34,0.414261603827,12.2899768065,-0.582953764075,81.3064181607,5.28782565163,11.7548069356,1.01241265851,12.4923730752,1.36305314006,0.001,4,0.028,0,NaN,3923
564,4,5,35,0.314477558471,9.08662593115,-0.683408549498,61.4811017736,4.01468008767,8.68253033061,0.771939773828,9.24243739578,1.04147311173,0.001,5,0.012,0,NaN,3634
822,4,5,36,0.341149727621,9.94303523586,-0.656557092241,66.7803877491,4.35510224114,9.50374659811,0.83741124442,10.1111417449,1.12980484241,0.001,5,0.0265,0,NaN,4052
676,4,5,37,0.322544695022,9.34553687885,-0.675287186324,63.0838984322,4.11766651491,8.93091147018,0.791741961289,9.50518155309,1.06818950398,0.001,5,0.017,0,NaN,3617
223,4,5,38,0.427489594683,12.7148527873,-0.569636855763,83.9345848476,5.45638601934,12.162086944,1.04474050465,12.9232046706,1.40657745974,0.001,4,0.012,0,NaN,3588
762,4,5,39,0.359422685343,10.5296189492,-0.638161305215,70.41089969,4.58826729218,10.0663573874,0.878391994419,10.70628636,1.18261556307,0.001,4,0.0135,0,NaN,3598
643,4,5,40,0.257776592333,7.27058410888,-0.740490654821,50.2156275276,3.28984810765,6.93674971887,0.629979420574,7.39570436093,0.848167414908,0.001,5,0.005,0,NaN,3718
397,4,5,41,0.299160423044,8.59433361748,-0.698828645436,58.4378591903,3.81898688178,8.21092711331,0.731117237072,8.73934524969,0.98652873388,0.001,5,0.008,0,NaN,3371
918,4,5,42,0.322597720815,9.34726133293,-0.675233804096,63.0944337149,4.11834288962,8.93254409494,0.791872122305,9.50690858687,1.0683651125,0.001,5,0.007,0,NaN,3638
315,4,5,43,0.345817945932,10.0928036521,-0.651857494554,67.707879761,4.41469136784,9.64747757086,0.848870196865,10.2631841801,1.14526484495,0.001,5,0.0155,0,NaN,3665
372,4,5,44,0.31959653925,9.25072635096,-0.678255159354,62.4981522768,4.08002739887,8.8401399448,0.781060998566,9.4046551502,1.05392005403,0.001,5,0.024,0,NaN,3640
332,4,5,45,0.108374076034,2.47230951513,-0.890897442427,20.5320028152,1.37848222138,2.33675726609,0.264855070847,2.52818241086,0.357380628517,0.001,7,0.009,0,NaN,3938
583,4,5,46,0.388129789884,11.4521578104,-0.609261233901,76.1144911614,4.95396966948,10.9502278034,0.948549198847,11.6412679291,1.27707111633,0.001,4,0.0145,0,NaN,3830
439,4,5,47,0.374131120426,11.001069258,-0.623354001253,73.3332043333,4.77612259414,10.5192191734,0.918369800021,11.1853355687,1.23903118582,0.001,4,0.025,0,NaN,3981
